,article_name,country,revision_id,article_quality,population
23621,María Teresa Álvarez Vázquez,Mexico,757216984,Stub,127017000
23622,María Torre Canales,Mexico,757216987,Stub,127017000
23623,María Urciel Castañeda,Mexico,757216990,Stub,127017000
23624,María Verónica Martínez Espinoza,Mexico,757216991,Stub,127017000
23625,María Victoria Gutiérrez Lagunes,Mexico,757216994,Stub,127017000
23626,María Villaseñor Vargas,Mexico,757216997,Stub,127017000
23627,María Yolanda Valencia Vales,Mexico,757216998,Stub,127017000
23628,María de Jesús Huerta,Mexico,757217002,Stub,127017000
23629,María de Lourdes Amaya,Mexico,757217005,Stub,127017000
23630,María de las Nieves García,Mexico,757217007,Stub,127017000
23631,María de los Ángeles Moreno,Mexico,757217009,Start,127017000
23632,María del Carmen Ordaz,Mexico,757217016,Stub,127017000
23633,María del Carmen Parra Jiménez,Mexico,757217018,Stub,127017000
23634,María del Carmen Ramírez,Mexico,757217026,Stub,127017000
23635,María del Carmen Salvatori Bronca,Mexico,757217028,Stub,127017000
23636,María del Rosario Merlín,Mexico,757217029,Stub,127017000
23637,María Ávila Serna,Mexico,757217032,Start,127017000
23638,Mayra Gisela Peñuelas Acuña,Mexico,757217039,Stub,127017000
23639,Mayra Karina Robles Aguirre,Mexico,757217040,Stub,127017000
23640,Mayra Valdés González,Mexico,757217041,Stub,127017000
23641,Mely Romero Celis,Mexico,757217042,Stub,127017000
23642,Mercedes Guillén Vicente,Mexico,757217051,Stub,127017000
23643,Mercedes Morales Utrera,Mexico,757217054,Stub,127017000
23644,Merilyn Gómez Pozos,Mexico,757217059,Stub,127017000
23645,Micaela Aguilar González,Mexico,757217064,Stub,127017000
23646,Minerva Hernández Ramos,Mexico,757217070,Start,127017000
23647,Miriam Cárdenas Cantú,Mexico,757217072,Stub,127017000
23648,Miriam Cárdenas de la Torre,Mexico,757217073,Stub,127017000
23649,Mirna Camacho Pedrero,Mexico,757217074,Stub,127017000
23650,Mirna Esmeralda Hernández,Mexico,757217077,Stub,127017000
23651,Mirna Rincón Vargas,Mexico,757217081,Stub,127017000
23652,Mirna Velázquez López,Mexico,757217083,Stub,127017000
23653,Mónica Arriola Gordillo,Mexico,757217086,Stub,127017000
23654,Mónica Fernández Balboa,Mexico,757217087,Stub,127017000
23655,Nancy González Ulloa,Mexico,757217091,Stub,127017000
23656,Narcedalia Ramírez,Mexico,757217094,Stub,127017000
23657,Nelly Campos,Mexico,757217095,Stub,127017000
23658,Nelly González Aguilar,Mexico,757217096,Stub,127017000
23659,Nelly Hurtado Pérez,Mexico,757217100,Stub,127017000
23660,Nelly Márquez Zapata,Mexico,757217101,Stub,127017000
23661,Nelly Vargas,Mexico,757217102,Stub,127017000
23662,Nohelia Ibarra Fránquez,Mexico,757217108,Stub,127017000
23663,Nohelia Linares González,Mexico,757217109,Stub,127017000
23664,Norberta Díaz Azuara,Mexico,757217111,Stub,127017000
23665,Norma Leticia Salazar Vázquez,Mexico,757217112,Stub,127017000
23666,Norma Ponce Orozco,Mexico,757217114,Stub,127017000
23667,Norma Reyes Terán,Mexico,757217116,Stub,127017000
23668,Nuvia Mayorga Delgado,Mexico,757217128,Stub,127017000
23669,Obdulia Torres Abarca,Mexico,757217129,Stub,127017000
23670,Ofelia Malcos Amaro,Mexico,757217132,Stub,127017000
23671,Olga Luz Espinosa,Mexico,757217135,Stub,127017000
23672,Olivia Guillén Padilla,Mexico,757217139,Stub,127017000
23673,Olivia Utrilla Nieto,Mexico,757217140,Stub,127017000
23674,Omeheira López Reyna,Mexico,757217142,Stub,127017000
23675,Oralia López Hernández,Mexico,757217143,Stub,127017000
23676,Patricia Aguilar García,Mexico,757217144,Stub,127017000
23677,Patricia Chozas y Chozas,Mexico,757217152,Stub,127017000
23678,Patricia Jiménez Case,Mexico,757217155,Stub,127017000
23679,Patricia Lugo Barriga,Mexico,757217157,Stub,127017000
23680,Patricia Peña Recio,Mexico,757217160,Stub,127017000
23681,Patricia Retamoza,Mexico,757217163,Stub,127017000
23682,Patricia Villanueva Abraján,Mexico,757217165,Stub,127017000
23683,Paula Hernández Olmos,Mexico,757217171,Stub,127017000
23684,Paulina Alejandra Del Moral,Mexico,757217172,Stub,127017000
23685,Paz Gutiérrez Cortina,Mexico,757217173,Stub,127017000
23686,Perla López Loyo,Mexico,757217176,Stub,127017000
23687,Petra Barrera Barrera,Mexico,757217178,Stub,127017000
23688,Pilar Guerrero Rubio,Mexico,757217180,Stub,127017000
23689,Prudencia Juárez Capilla,Mexico,757217182,Stub,127017000
23690,Purificación Carpinteyro Calderón,Mexico,757217196,Stub,127017000
23691,Raquel Jiménez Cerrillo,Mexico,757217211,Stub,127017000
23692,Rebeca Terán Guevara,Mexico,757217217,Stub,127017000
23693,Regina Vázquez Saut,Mexico,757217219,Stub,127017000
23694,Reyna Tirado Gálvez,Mexico,757217221,Stub,127017000
23695,Rita María Esquivel Reyes,Mexico,757217241,Stub,127017000
23696,Rocío Abreu Artiñano,Mexico,757217247,Stub,127017000
23697,Rocío Morgan Franco,Mexico,757217250,Stub,127017000
23698,Rocío Reza Gallegos,Mexico,757217255,Stub,127017000
23699,Rodolfina Gatica Garzón,Mexico,757217257,Stub,127017000
23700,Rosa Adriana Díaz,Mexico,757217264,Stub,127017000
23701,Rosa Elba Pérez,Mexico,757217267,Stub,127017000
23702,Rosa Elena Baduy Isaac,Mexico,757217268,Stub,127017000
23703,Rosa Elena Galván Valles,Mexico,757217269,Stub,127017000
23704,Rosa Elia Romero Guzmán,Mexico,757217271,Stub,127017000
23705,Rosa Elva Soriano Sánchez,Mexico,757217277,Stub,127017000
23706,Rosa María de la Garza,Mexico,757217282,Stub,127017000
23707,Rosalba Gualito Castañeda,Mexico,757217284,Stub,127017000
23708,Rosalina Mazari,Mexico,757217287,Stub,127017000
23709,Rosalinda López Hernández,Mexico,757217289,Stub,127017000
23710,Rosario Brindis Álvarez,Mexico,757217291,Stub,127017000
23711,Rosario Green,Mexico,757217292,Start,127017000
23712,Rosario Ortiz Yeladaqui,Mexico,757217295,Stub,127017000
23713,Rosaura Denegre Vaught,Mexico,757217299,Stub,127017000
23714,Roxana Luna Porquillo,Mexico,757217300,Stub,127017000
23715,Rubí Laura López Silva,Mexico,757217304,Stub,127017000
23716,Ruth Lugo,Mexico,757217305,Stub,127017000
23717,Ruth Zavaleta,Mexico,757217307,Start,127017000
23718,Salma Meza Manjarrez,Mexico,757217315,Stub,127017000
23719,Sandra Méndez Hernández,Mexico,757217317,Start,127017000
23720,Sandra Ugalde Basaldúa,Mexico,757217322,Stub,127017000
23721,Sara Guadalupe Figueroa Canedo,Mexico,757217324,Stub,127017000
23722,Sara Montiel Solís,Mexico,757217332,Stub,127017000
23723,Sara Ruiz Chávez,Mexico,757217333,Start,127017000
23724,Sara Shej,Mexico,757217336,Stub,127017000
23725,Silvia Fernández Martínez,Mexico,757217355,Stub,127017000
23726,Silvia Guadalupe Garza,Mexico,757217359,Stub,127017000
23727,Silvia Luna Rodríguez,Mexico,757217366,Stub,127017000
23728,Silvia López Scoffie,Mexico,757217372,Stub,127017000
23729,Silvia Monge Villalobos,Mexico,757217378,Stub,127017000
23730,Silvia Márquez Velasco,Mexico,757217388,Stub,127017000
23731,Silvia Oliva Fragoso,Mexico,757217391,Stub,127017000
23732,Silvia Puppo Gastélum,Mexico,757217394,Stub,127017000
23733,Silvia Pérez Ceballos,Mexico,757217396,Stub,127017000
23734,Silvia Álvarez Bruneliere,Mexico,757217402,Stub,127017000
23735,Socorro Quintana León,Mexico,757217422,Stub,127017000
23736,Soledad Limas Frescas,Mexico,757217443,Stub,127017000
23737,Soledad López Torres,Mexico,757217447,Stub,127017000
23738,Sonia Catalina Mercado,Mexico,757217455,Stub,127017000
23739,Sonia Rincón Chanona,Mexico,757217459,Stub,127017000
23740,Sonia del Villar Sosa,Mexico,757217463,Stub,127017000
23741,Soraya Córdova,Mexico,757217472,Stub,127017000
23742,Sue Ellen Bernal,Mexico,757217479,Stub,127017000
23743,Susana Hurtado Vallejo,Mexico,757217488,Stub,127017000
23744,Susana Monreal Ávila,Mexico,757217492,Stub,127017000
23745,Susana Stephenson,Mexico,757217498,Stub,127017000
23746,Tania Morgan Navarrete,Mexico,757217506,Stub,127017000
23747,Tanya Rellstab Carreto,Mexico,757217508,Stub,127017000
23748,Teresa Alcocer y Gasca,Mexico,757217510,Stub,127017000
23749,Teresa Incháustegui,Mexico,757217513,Stub,127017000
23750,Teresa Ortuño Gurza,Mexico,757217520,Stub,127017000
23751,Teresa Reyes Sahagún,Mexico,757217523,Stub,127017000
23752,Teresita de Jesús Borges,Mexico,757217526,Stub,127017000
23753,Tomasa Vives,Mexico,757217528,Stub,127017000
23754,Valentina Batres Guadarrama,Mexico,757217551,Stub,127017000
23755,Verónica Carreón Cervantes,Mexico,757217564,Stub,127017000
23756,Verónica García Reyes,Mexico,757217567,Stub,127017000
23757,Verónica Juárez Piña,Mexico,757217570,Stub,127017000
23758,Verónica Sada Pérez,Mexico,757217572,Stub,127017000
23759,Verónica Velasco,Mexico,757217575,Stub,127017000
23760,Violeta Avilés Álvarez,Mexico,757217595,Stub,127017000
23761,Violeta Lagunes Viveros,Mexico,757217596,Stub,127017000
23762,Viviana Agundiz,Mexico,757217597,Stub,127017000
23763,Wendy Rodríguez Galarza,Mexico,757217602,Stub,127017000
23764,Xóchitl Montes de Oca,Mexico,757217605,Stub,127017000
23765,Yadhira Yvette Tamayo Herrera,Mexico,757217607,Stub,127017000
23766,Yary Gebhardt,Mexico,757217609,Stub,127017000
23767,Yazmín Copete,Mexico,757217610,Stub,127017000
23768,Yeidckol Polevnsky Gurwitz,Mexico,757217615,Start,127017000
23769,Yesenia Nolasco Ramírez,Mexico,757217616,Stub,127017000
23770,Yolanda Garmendia Hernández,Mexico,757217620,Stub,127017000
23771,Yolanda González Hernández,Mexico,757217623,Stub,127017000
23772,Yolanda Montalvo López,Mexico,757217625,Stub,127017000
23773,Yolanda Rodríguez Ramírez,Mexico,757217632,Stub,127017000
23774,Yulma Rocha Aguilar,Mexico,757217641,Start,127017000
23775,Zinthia Benavides,Mexico,757217643,Stub,127017000
23776,Zita Beatriz Pazzi,Mexico,757217647,Stub,127017000
23777,Zuleyma Huidobro,Mexico,757217649,Stub,127017000
23778,Susana Manzanares,Mexico,757342095,Stub,127017000
23779,Fernando Bribiesca Sahagún,Mexico,757499988,Stub,127017000
23780,Silvia Hernández Enríquez,Mexico,757617593,Stub,127017000
23781,María Elvia Amaya Araujo,Mexico,757722671,Stub,127017000
23782,Carlos Gonzalez Gutierrez,Mexico,757817912,Stub,127017000
23783,Cecilia González Gómez,Mexico,758217119,Stub,127017000
23784,Aquiles Serdán,Mexico,758256462,Start,127017000
23785,Amado Tame Shear,Mexico,759034364,Stub,127017000
23786,Martha Tagle Martínez,Mexico,759293710,Stub,127017000
23787,José Manuel Machado,Mexico,759664413,Start,127017000
23788,Yolanda de la Torre,Mexico,759740794,Stub,127017000
23789,María Quiñones Cornejo,Mexico,759741092,Stub,127017000
23790,María Scherman Leaño,Mexico,759741129,Stub,127017000
23791,Cecilia Soto González,Mexico,759741191,Start,127017000
23792,Beatriz Pagés Rebollar,Mexico,759741361,Stub,127017000
23793,Lisbeth Hernández Lecona,Mexico,759741581,Stub,127017000
23794,Clara Brugada,Mexico,759743068,Stub,127017000
23795,Esthela Damián Peralta,Mexico,759743160,Stub,127017000
23796,Gerardo Clemente Vega,Mexico,759790785,Start,127017000
23797,Álvaro Pérez Treviño,Mexico,760187108,Stub,127017000
23798,Alejandra Reynoso Sánchez,Mexico,760218341,Stub,127017000
23799,María Zamudio Guzmán,Mexico,761389170,Stub,127017000
23800,María Teresa Jiménez Esquivel,Mexico,761713965,Stub,127017000
23801,Margarita Diéguez Armas,Mexico,762044692,Stub,127017000
23802,Carlos Flores Vizcarra,Mexico,762074976,Stub,127017000
23803,Dionisio Meade y Garcia de Leon,Mexico,762352096,Start,127017000
23804,Aleida Alavez Ruiz,Mexico,762670560,Stub,127017000
23805,Luisa María Alcalde Luján,Mexico,762671066,Stub,127017000
23806,Arely Gómez González,Mexico,763153647,Stub,127017000
23807,Horacio Garza Garza,Mexico,764357101,Stub,127017000
23808,Jaime Torres Bodet,Mexico,764568202,Start,127017000
23809,Leticia Navarro,Mexico,764672906,Stub,127017000
23810,Querido Moheno,Mexico,765009454,Stub,127017000
23811,Félix Díaz (politician),Mexico,765753037,Start,127017000
23812,Enoch Araujo Sánchez,Mexico,765831241,Stub,127017000
23813,Diva Hadamira Gastélum,Mexico,766363020,Stub,127017000
23814,Aureliano Urrutia,Mexico,766441135,Stub,127017000
23815,Gabriel Arellano Espinosa,Mexico,766441191,Stub,127017000
23816,José Francisco Fuentes,Mexico,767297913,Stub,127017000
23817,Rodolfo Torre Cantú,Mexico,767356951,C,127017000
23818,Itzel Ríos de la Mora,Mexico,767831781,Stub,127017000
23819,Álvaro Obregón Tapia,Mexico,767883624,Stub,127017000
23820,Municipal President of Mérida,Mexico,768022112,Start,127017000
23821,Antonio Carmona Añorve,Mexico,768042591,Stub,127017000
23822,Mariana Gómez del Campo,Mexico,768350070,Start,127017000
23823,Oscar Baylón Chacón,Mexico,768514869,Stub,127017000
23824,Martha Palafox Gutiérrez,Mexico,768969625,Stub,127017000
23825,Martha Elena García Gómez,Mexico,768970787,Stub,127017000
23826,María Carmen López Segura,Mexico,768973324,Stub,127017000
23827,Teresa Mojica,Mexico,768973459,Stub,127017000
23828,Dolores Gutiérrez Zurita,Mexico,768978484,Stub,127017000
23829,Noemí Guzmán Lagunes,Mexico,768979356,Start,127017000
23830,Lorena Martínez Rodríguez,Mexico,768985724,Stub,127017000
23831,Indira Vizcaíno Silva,Mexico,768988130,Stub,127017000
23832,Francisco Frías Castro,Mexico,769166489,Stub,127017000
23833,Ignacio López Tarso,Mexico,769445387,C,127017000
23834,Teófilo Borunda,Mexico,770912832,Start,127017000
23835,Manuel Bernardo Aguirre,Mexico,770912983,Stub,127017000
23836,Oscar Flores Sánchez,Mexico,770913053,Stub,127017000
23837,Luis Padilla Nervo,Mexico,770924664,Start,127017000
23838,Luisa María Calderón,Mexico,771814842,Start,127017000
23839,Elvia Carrillo Puerto,Mexico,773635690,C,127017000
23840,Mónica García de la Fuente,Mexico,773762193,Stub,127017000
23841,María Esther Garza Moreno,Mexico,774031378,Stub,127017000
23842,José Yves Limantour,Mexico,774495127,C,127017000
23843,Gisela Mota Ocampo,Mexico,775129935,Start,127017000
23844,Irma Elizondo Ramírez,Mexico,775441622,Stub,127017000
23845,Jorge Astiazarán Orcí,Mexico,776048291,Stub,127017000
23846,Javier Lozano Alarcón,Mexico,776276348,Stub,127017000
23847,Sagrario Ortiz Montoro,Mexico,776453899,Stub,127017000
23848,María Isabel Ortiz Mantilla,Mexico,776455009,Stub,127017000
23849,Hanna Jaff,Mexico,776760309,C,127017000
23850,Nely Miranda,Mexico,776780570,Start,127017000
23851,Loretta Ortiz Ahlf,Mexico,777094918,Stub,127017000
23852,Maki Esther Ortiz,Mexico,777095081,Stub,127017000
23853,Graciela Ortiz González,Mexico,777095328,Stub,127017000
23854,María Mercedes Maciel Ortiz,Mexico,777095397,Stub,127017000
23855,Rosario Ortiz Magallón,Mexico,777095402,Stub,127017000
23856,Estefanía Durán Ortiz,Mexico,777095406,Stub,127017000
23857,Jorge Carlos Hurtado Valdez,Mexico,777443776,Stub,127017000
23858,Jorge Carpizo McGregor,Mexico,777443802,Start,127017000
23859,José Antonio Ríos Granados,Mexico,777595230,Stub,127017000
23860,José María Chávez Alonso,Mexico,777612955,Start,127017000
23861,José Pantaleón Domínguez,Mexico,777616757,Stub,127017000
23862,Juan Ignacio Torres Landa,Mexico,777678514,Stub,127017000
23863,Juan de la Luz Enríquez,Mexico,777701179,Stub,127017000
23864,Joaquín Baranda,Mexico,777819499,Stub,127017000
23865,María Antonieta Pérez Reyes,Mexico,778110229,Stub,127017000
23866,José Miguel Guridi y Alcocer,Mexico,778490809,Stub,127017000
23867,Eduardo Chávez (politician),Mexico,778604311,Stub,127017000
23868,Subcomandante Elisa,Mexico,779289311,Start,127017000
23869,José Reyes Baeza Terrazas,Mexico,779559930,Stub,127017000
23870,Miguel Domínguez,Mexico,780899081,Start,127017000
23871,List of female state governors in Mexico,Mexico,780952204,Stub,127017000
23872,Luis Calderón Vega,Mexico,781835769,Stub,127017000
23873,Francisco Bulnes,Mexico,781835771,Start,127017000
23874,Juan Escoto,Mexico,781835776,Stub,127017000
23875,Ignacio Mariscal,Mexico,781835810,Start,127017000
23876,José María Pino Suárez,Mexico,782082362,FA,127017000
23877,Abel Guerra,Mexico,782100788,Stub,127017000
23878,Martha Patricia Bernal,Mexico,782156296,Stub,127017000
23879,Alberto Begné Guerra,Mexico,782157142,Start,127017000
23880,Alberto Cinta,Mexico,782157193,Start,127017000
23881,Dora Trigueras,Mexico,783072371,Stub,127017000
23882,Teresita Caraveo,Mexico,783072808,Stub,127017000
23883,Luz Mireya Franco,Mexico,783073115,Stub,127017000
23884,Ivette Jacqueline Ramírez Corral,Mexico,783074593,Stub,127017000
23885,Claudia Pavlovich Arellano,Mexico,783074868,Start,127017000
23886,Carmen Valle Vea,Mexico,783074913,Stub,127017000
23887,Dora Talamante Lemas,Mexico,783201225,Stub,127017000
23888,Cristina Olvera Barrios,Mexico,783201422,Stub,127017000
23889,Patricia Calles Villegas,Mexico,783201661,Stub,127017000
23890,Leticia Burgos Ochoa,Mexico,783204796,Stub,127017000
23891,Margarita Tapia Fonllem,Mexico,783204960,Stub,127017000
23892,Patricia Mercado,Mexico,783206410,Start,127017000
23893,María Dolores del Río,Mexico,783213399,Stub,127017000
23894,Lorenia Valles Sampedro,Mexico,783213743,Stub,127017000
23895,Alejandra López Noriega,Mexico,783214633,Stub,127017000
23896,Mariano Riva Palacio,Mexico,783472877,Stub,127017000
23897,Martha Hilda González Calderón,Mexico,783714984,C,127017000
23898,Felipe Berriozábal,Mexico,784549140,Start,127017000
23899,Carlos Gálvez Betancourt,Mexico,784632112,Stub,127017000
23900,Rosario Robles,Mexico,785297893,Start,127017000
23901,José María Garza Galán,Mexico,785518728,Start,127017000
23902,Alonso Lujambio,Mexico,786349820,Start,127017000
23903,José Tiburcio López Constante,Mexico,786399511,Start,127017000
23904,Beatriz Mojica Morga,Mexico,786477847,Stub,127017000
23905,Alejandra Barrales,Mexico,786477950,C,127017000
23906,Laura Itzel Castillo,Mexico,786768753,Stub,127017000
23907,Bélgica Carmona Cabrera,Mexico,786975448,Stub,127017000
23908,Cristina Díaz,Mexico,787013936,Start,127017000
23909,Silvia Pinal,Mexico,787206709,C,127017000
23910,María de los Ángeles Errisúriz,Mexico,787228361,Start,127017000
23911,Gilberto Crespo y Martínez,Mexico,787314020,Stub,127017000
23912,Pedro de la Portilla,Mexico,787540270,Stub,127017000
23913,Adriana González Carrillo,Mexico,787729842,Stub,127017000
23914,Adriana López Moreno,Mexico,787730130,Stub,127017000
23915,Adriana Terrazas Porras,Mexico,787730487,Start,127017000
23916,Rosa Luz Alegría,Mexico,787853423,Stub,127017000
23917,María Eugenia Casar,Mexico,788016048,Start,127017000
23918,Patria Jiménez,Mexico,788023965,Start,127017000
23919,Santiago Méndez,Mexico,788074899,Stub,127017000
23920,Albino Pérez,Mexico,788219767,Start,127017000
23921,Amalia Solórzano,Mexico,788255145,Start,127017000
23922,Mario Villanueva,Mexico,788464629,C,127017000
23923,Vicente Lombardo Toledano,Mexico,788689762,C,127017000
23924,Amalia García,Mexico,788739961,Start,127017000
23925,Mariano Abarca,Mexico,788897716,Stub,127017000
23926,Eduardo Bailey,Mexico,789212079,Stub,127017000
23927,Martha Lucía Mícher,Mexico,789406011,Stub,127017000
23928,Rosa Albina Garavito,Mexico,789408008,Stub,127017000
23929,Rosalía Peredo,Mexico,789653803,Stub,127017000
23930,Arturo Warman,Mexico,789862248,Start,127017000
23931,Adriana Fuentes Cortés,Mexico,790209792,Stub,127017000
23932,Marcela Navarro Quintana,Mexico,790412007,Stub,127017000
23933,Mayela Quiroga Tamez,Mexico,790412055,Stub,127017000
23934,Nora Yú,Mexico,790412093,Stub,127017000
23935,Sheyla Aragón,Mexico,790412116,Stub,127017000
23936,Jacqueline Argüelles,Mexico,790412150,Stub,127017000
23937,Rosa María Avilés Nájera,Mexico,790412171,Stub,127017000
23938,Cristina Portillo Ayala,Mexico,790412238,Stub,127017000
23939,Amalin Yabur Elías,Mexico,790412271,Stub,127017000
23940,Jazmín Zepeda Burgos,Mexico,790412288,Stub,127017000
23941,Adalberto Madero,Mexico,790661949,Stub,127017000
23942,Sergio García de Alba,Mexico,790750543,Start,127017000
23943,Beatriz Paredes Rangel,Mexico,790879236,Start,127017000
23944,Alfredo de Sarachaga,Mexico,791216586,Stub,127017000
23945,Jesús Federico Reyes Heroles,Mexico,791217124,Start,127017000
23946,Blanca Jiménez Castillo,Mexico,791665285,Stub,127017000
23947,Rosario Ybarra,Mexico,791692361,Start,127017000
23948,José María Tornel,Mexico,792297661,Start,127017000
23949,Gloria Guevara,Mexico,793083145,C,127017000
23950,Carlos Medina Plascencia,Mexico,793181756,Start,127017000
23951,Gumersindo Magaña,Mexico,793192855,Stub,127017000
23952,María del Carmen Pinete Vargas,Mexico,793307934,Start,127017000
23953,María Báez Padilla,Mexico,793699061,Stub,127017000
23954,Julián Ezequiel Reynoso,Mexico,794224855,Stub,127017000
23955,Miguel Torruco Marqués,Mexico,794572892,Start,127017000
23956,Marcela Guerra Castillo,Mexico,794963515,C,127017000
23957,María Lavalle Urbina,Mexico,794963896,Start,127017000
23958,Carmen Salinas,Mexico,794975445,C,127017000
23959,List of politicians killed in the Mexican Drug War,Mexico,795030990,GA,127017000
23960,Blanca Alcalá,Mexico,795056576,Start,127017000
23961,Édgar Morales Pérez,Mexico,795091514,C,127017000
23962,Domingo Barret,Mexico,795400676,Start,127017000
23963,Cristina Ruiz Sandoval,Mexico,795491063,Stub,127017000
23964,Abraham González (governor),Mexico,795835514,C,127017000
23965,David Goldbaum,Mexico,796354117,C,127017000
23966,Arnoldo Vizcaíno,Mexico,796601365,Stub,127017000
23967,Francisco Vázquez Gómez,Mexico,796637298,Start,127017000
23968,Blanca Magrassi Scagno,Mexico,796675319,Start,127017000
23969,Angélica Araujo Lara,Mexico,796710360,Start,127017000
23970,Benjamín Galván Gómez,Mexico,796714316,GA,127017000
23971,Eufrosina Cruz,Mexico,796902579,C,127017000
23972,Benjamín Medrano Quezada,Mexico,797056681,C,127017000
23973,Alejandra Lagunes,Mexico,797882011,C,127017000
23974,Alejandro Páez Aragón,Mexico,798043052,Stub,127017000
23975,Ignacio Pichardo Pagaza,Mexico,798287898,Stub,127017000
23976,Jaime Serrano Cedillo,Mexico,798349325,C,127017000
23977,José Francisco Ruiz Massieu,Mexico,798460315,Start,127017000
23978,Marcela Lagarde,Mexico,798494786,C,127017000
23979,María Eugenia Campos Galván,Mexico,798579775,Stub,127017000
23980,Irene Blanco Becerra,Mexico,798709769,Stub,127017000
23981,María Rojo,Mexico,798770176,C,127017000
23982,Iridia Salazar,Mexico,798782771,Start,127017000
23983,María Santos Gorrostieta Salazar,Mexico,798920585,GA,127017000
23984,Miguel Basáñez Ebergenyi,Mexico,798994048,Start,127017000
23985,Miguel Nazar Haro,Mexico,799000760,Stub,127017000
23986,Ana Lilia Herrera Anzaldo,Mexico,799017446,Stub,127017000
23987,Claudia Ruiz Massieu,Mexico,799212222,Start,127017000
23988,Agustín Aragón León,Mexico,799548078,Stub,127017000
23989,Juan Fernández Sánchez Navarro,Mexico,799672627,Stub,127017000
23990,Regidor,Mexico,799909502,Stub,127017000
23991,Salvador Alvarado,Mexico,800057631,GA,127017000
23992,Luis Donaldo Colosio,Mexico,800266991,C,127017000
23993,Alberto Anaya,Mexico,800377981,Start,127017000
23994,Ana Teresa Aranda,Mexico,801150609,Stub,127017000
23995,Marco Gutierrez,Mexico,801174925,Stub,127017000
23996,Adalberto Velasco,Mexico,801214332,Stub,127017000
23997,Pedro María de Anaya,Mexico,801332059,Start,127017000
23998,Mariano Arista,Mexico,801332117,Start,127017000
23999,Adolfo de la Huerta,Mexico,801332766,Start,127017000
24000,Álvaro Obregón,Mexico,801332814,FA,127017000
24001,Beatriz Zavala,Mexico,801588857,Start,127017000
24002,Norma Sánchez Romero,Mexico,801693619,Stub,127017000
24003,Alejandra del Moral Vela,Mexico,802142794,Start,127017000
24004,Velia Aguilar Armendáriz,Mexico,802532165,Stub,127017000
24005,Ana Guevara,Mexico,802882354,C,127017000
24006,Fernando de las Fuentes,Mexico,803043773,Start,127017000
24007,Eduardo Castro Luque,Mexico,803908247,C,127017000
24008,Luis N. Morones,Mexico,803956760,Start,127017000
24009,Francisco I. Madero,Mexico,803966825,B,127017000
24010,Josefina Vázquez Mota,Mexico,804092712,GA,127017000
24011,Antonio Barbosa Heldt,Mexico,804302712,Stub,127017000
24012,José Antonio Meade Kuribreña,Mexico,804334570,Start,127017000
24013,Agustín Olachea,Mexico,804362639,Stub,127017000
24014,Patricia Espinosa,Mexico,804456068,Start,127017000
24015,Manuel Doblado,Mexico,804695937,Stub,127017000
24016,Enrique Márquez Jaramillo,Mexico,804696528,C,127017000
24017,Miguel Lerdo de Tejada,Mexico,804697097,Start,127017000
24018,Jorge Herrera Caldera,Mexico,804843498,Stub,127017000
24019,Elba Esther Gordillo,Mexico,804944885,C,127017000
24020,Venustiano Carranza,Mexico,805287382,B,127017000
24021,Rómulo Díaz de la Vega,Mexico,805287917,Start,127017000
24022,Pedro Hinojosa,Mexico,805288679,Start,127017000
24023,Manuel Larráinzar,Mexico,805289045,Stub,127017000
24024,Ignacio de la Llave,Mexico,805289210,Stub,127017000
24025,José María Mata,Mexico,805289352,Start,127017000
24026,Manuel Robles Pezuela,Mexico,805291640,Stub,127017000
24027,Manuel María de Zamacona y Murphy,Mexico,805292129,Start,127017000
24028,María Teresa Campoy Ruy,Mexico,805394420,Stub,127017000
24029,Ricardo Cantú Garza,Mexico,805395814,Stub,127017000
24030,Susana Carrasco Cárdenas,Mexico,805503326,Stub,127017000
24031,Irma Serrano,Mexico,805554846,C,127017000
24032,Jorge Castañeda Gutman,Mexico,805604646,Start,127017000
24033,Concepción Castañeda Ortiz,Mexico,805605508,Stub,127017000
24034,Sara Isabel Castellanos Cortés,Mexico,805733322,Stub,127017000
24035,Liliana Castillo Terreros,Mexico,805735132,Stub,127017000
24036,Ariel Castillo Nájera,Mexico,805762968,Stub,127017000
24037,Minerva Castillo Rodríguez,Mexico,805763768,Stub,127017000
24038,María Sofía Castro Romero,Mexico,805771640,Stub,127017000
24039,Sofía Castro Ríos,Mexico,805773452,Stub,127017000
24040,María Sanjuana Cerda Franco,Mexico,805805414,Stub,127017000
24041,Aurora Cervantes Rodríguez,Mexico,805806647,Stub,127017000
24042,Beatriz Cervantes Mandujano,Mexico,805806733,Start,127017000
24043,Jaime Cervantes Rivera,Mexico,805806843,Stub,127017000
24044,Paulina Ana María Zapata Portillo,Mexico,805923427,C,127017000
24045,Gabriel Gómez Michel,Mexico,805957837,Stub,127017000
24046,Margarita Chávez Murguía,Mexico,806100488,Stub,127017000
24047,María Elena Chávez Palacios,Mexico,806100544,Stub,127017000
24048,Pascual Orozco,Mexico,806115063,C,127017000
24049,Gabriela Cuevas Barron,Mexico,806182652,Start,127017000
24050,Mercedes Colín Guadarrama,Mexico,806420853,Stub,127017000
24051,Beatriz Collado Lara,Mexico,806420953,Stub,127017000
24052,Elsa Conde Rodríguez,Mexico,806468076,Stub,127017000
24053,Maricela Contreras Julián,Mexico,806470353,Start,127017000
24054,Martha Córdova Bernal,Mexico,806478579,Stub,127017000
24055,María Corella Manzanilla,Mexico,806478787,Stub,127017000
